Pantacantha_ameghinoi	(0 2)
Combera_paradoxa	(0 2)
Salpiglossis_sinuata	1
Browallia_speciosa	1
Streptosolen_jamesonii	(0 2)
Sessea_corymbiflora	(0 2)
Cestrum_megalophyllum	2
Cestrum_diurnum	(0 2)
Cestrum_tomentosum	(0 2)
Cestrum_nocturnum	0
Cestrum_aurantiacum	0
Cestrum_elegans	(0 2)
Cestrum_fasciculatum	0
Schwenckia_lateriflora	1
Metternichia_princeps	(0 2)
Espadaea_amoena	1
Goetzea_elegans	2
Schizanthus_porrigens	(0 1)
Schizanthus_pinnatus	0
Schizanthus_tricolor	(0 1)
Schizanthus_grahamii	0
Schizanthus_hookeri	0
Schizanthus_lacteus	(0 1)
Fabiana_imbricata	(0 2)
Calibrachoa_sellowiana	2
Calibrachoa_parviflora	0
Calibrachoa_pygmea	2
Petunia_axillaris	2
Petunia_exserta	0
Petunia_integrifolia	2
Petunia_mantiqueirensis	2
Petunia_bonjardinensis	2
Petunia_scheideana	(0 2)
Petunia_secreta	(0 2)
Petunia_altiplana	2
Petunia_reitzii	2
Petunia_saxicola	(0 2)
Brunfelsia_americana	2
Bouchetia_anomala	(0 2)
Bouchetia_erecta	(0 2)
Hunzikeria_texana	(0 1)
Nierembergia_rigida	(0 2)
Nierembergia_rivularis	(0 2)
Nierembergia_repens	(0 2)
Nierembergia_graveolens	(0 2)
Nierembergia_veitchii	(0 2)
Nierembergia_calycina	(0 2)
Nierembergia_linariifolia	2
Nierembergia_scoparia	(0 2)
Nierembergia_ericoides	(0 2)
Nierembergia_tucumanensis	(0 2)
Nierembergia_browallioides	(0 2)
Nierembergia_pulchella	(0 2)
Symonanthus_aromaticus	1
Symonanthus_bancroftii	1
Anthocercis_gracilis	1
Anthocercis_ilicifolia	1
Anthocercis_littorea	1
Anthocercis_angustifolia	1
Anthocercis_viscosa	1
Anthocercis_intricata	1
Cyphanthera_odgersii	1
Grammosolen_dixonii	1
Grammosolen_truncatus	1
Anthotroche_walcottii	1
Anthotroche_pannosa	1
Anthotroche_myoporoides	1
Cyphanthera_microphylla	1
Crenidium_spinescens	1
Cyphanthera_anthocercidea	1
Duboisia_leichhardtii	1
Duboisia_hopwoodii	1
Cyphanthera_albicans	1
Duboisia_myoporoides	(0 1)
Nicotiana_otophora	0
Nicotiana_kawakamii	(0 2)
Nicotiana_tomentosa	2
Nicotiana_tomentosiformis	0
Nicotiana_thyrsiflora	(0 2)
Nicotiana_wigandioides	0
Nicotiana_glutinosa	0
Nicotiana_arentsii	1
Nicotiana_undulata	0
Nicotiana_benavidesii	0
Nicotiana_raimondii	(0 2)
Nicotiana_cordifolia	0
Nicotiana_solanifolia	0
Nicotiana_paniculata	0
Nicotiana_knightiana	0
Nicotiana_rustica	1
Nicotiana_clevelandii	1
Nicotiana_quadrivalvis	1
Nicotiana_obtusifolia	0
Nicotiana_linearis	0
Nicotiana_spegazzinii	(0 2)
Nicotiana_miersii	0
Nicotiana_corymbosa	0
Nicotiana_acuminata	(0 2)
Nicotiana_pauciflora	(0 2)
Nicotiana_sylvestris	0
Nicotiana_nudicaulis	1
Nicotiana_repanda	1
Nicotiana_nesophila	1
Nicotiana_stocktonii	1
Nicotiana_alata	2
Nicotiana_langsdorffii	2
Nicotiana_bonariensis	2
Nicotiana_forgetiana	2
Nicotiana_longiflora	0
Nicotiana_plumbaginifolia	2
Nicotiana_acaulis	0
Nicotiana_glauca	2
Nicotiana_noctiflora	2
Nicotiana_petunioides	2
Nicotiana_occidentalis	(0 1)
Nicotiana_umbratica	1
Nicotiana_megalosiphon	1
Nicotiana_simulans	1
Nicotiana_excelsior	1
Nicotiana_maritima	1
Nicotiana_amplexicaulis	1
Nicotiana_eastii	(0 1)
Nicotiana_suaveolens	(0 1)
Nicotiana_goodspeedii	(0 1)
Nicotiana_gossei	1
Nicotiana_rotundifolia	(0 1)
Nicotiana_rosulata	1
Nicotiana_velutina	1
Latua_pubiflora	(0 2)
Jaborosa_integrifolia	2
Jaborosa_sativa	(0 2)
Atropa_belladonna	1
Atropa_komarovii	1
Anisodus_tanguticus	1
Anisodus_carniolicoides	1
Anisodus_acutangulus	1
Anisodus_luridus	1
Hyoscyamus_turcomanicus	(0 2)
Hyoscyamus_pusillus	1
Hyoscyamus_albus	0
Hyoscyamus_niger	0
Hyoscyamus_muticus	0
Hyoscyamus_desertorum	(0 2)
Atropanthe_sinensis	1
Scopolia_japonica	1
Scopolia_carniolica	1
Scopolia_parviflora	1
Przewalskia_tangutica	1
Physochlaina_praealta	1
Physochlaina_orientalis	(0 2)
Sclerophylax_arnottii	1
Nolana_elegans	2
Nolana_rupicola	2
Nolana_acuminata	2
Nolana_rostrata	2
Nolana_adansonii	2
Nolana_galapagensis	(0 2)
Nolana_plicata	2
Nolana_aticoana	2
Nolana_humifusa	2
Nolana_laxa	2
Lycium_tetrandrum	1
Lycium_acutifolium	(0 2)
Lycium_bosciifolium	(0 2)
Lycium_hirsutum	2
Lycium_villosum	1
Lycium_eenii	(0 2)
Lycium_schweinfurthii	(0 2)
Lycium_shawii	(0 2)
Lycium_depressum	(0 2)
Lycium_europaeum	(0 2)
Lycium_ruthenicum	(0 2)
Lycium_decumbens	(0 2)
Lycium_pumilum	2
Lycium_oxycarpum	(0 2)
Lycium_pilifolium	(0 2)
Lycium_gariepense	(0 2)
Lycium_tenue	(0 2)
Lycium_strandveldense	1
Lycium_amoenum	(0 2)
Lycium_grandicalyx	(0 2)
Lycium_arenicola	1
Lycium_cinereum	2
Lycium_afrum	(0 2)
Lycium_ferocissimum	(0 2)
Lycium_horridum	1
Lycium_schizocalyx	(0 2)
Lycium_boerhaviifolium	2
Lycium_pallidum	2
Lycium_cooperi	2
Lycium_macrodon	2
Lycium_puberulum	2
Lycium_californicum	1
Lycium_nodosum	(0 2)
Lycium_vimineum	(0 2)
Lycium_gilliesianum	(0 2)
Lycium_chilense	(0 2)
Lycium_ciliatum	(0 2)
Lycium_ameghinoi	(0 2)
Lycium_chanar	(0 2)
Lycium_fuscum	(0 2)
Lycium_minutifolium	(0 2)
Lycium_stenophyllum	(0 2)
Lycium_cestroides	2
Lycium_cuneatum	(0 2)
Lycium_morongii	(0 2)
Lycium_brevipes	2
Lycium_carolinianum	(0 2)
Lycium_rachidocladum	(0 2)
Lycium_tenuispinosum	(0 2)
Lycium_elongatum	(0 2)
Lycium_americanum	(0 2)
Lycium_infaustum	(0 2)
Lycium_minimum	1
Lycium_parishii	2
Lycium_torreyi	2
Lycium_andersonii	2
Lycium_berlandieri	2
Lycium_exsertum	1
Lycium_fremontii	1
Exodeconus_miersii	(0 2)
Solandra_grandiflora	2
Dyssochroma_viridiflora	2
Mandragora_caulescens	1
Mandragora_officinarum	2
Nicandra_physalodes	0
Brugmansia_sanguinea	2
Brugmansia_arborea	(0 2)
Brugmansia_aurea	2
Datura_discolor	0
Datura_metel	0
Datura_inoxia	0
Datura_leichhardtii	0
Datura_ferox	0
Datura_quercifolia	0
Datura_stramonium	0
Datura_ceratocaula	0
Salpichroa_origanifolia	2
Lycianthes_shanesii	(0 2)
Lycianthes_biflora	1
Lycianthes_multiflora	(0 2)
Lycianthes_jalicensis	(0 2)
Lycianthes_heteroclita	(0 1)
Lycianthes_lycioides	(0 2)
Lycianthes_rantonnetii	(0 2)
Lycianthes_asarifolia	2
Lycianthes_acapulcensis	(0 2)
Lycianthes_ciliolata	2
Lycianthes_moziniana	(0 2)
Lycianthes_rzedowskii	(0 2)
Lycianthes_dejecta	(0 2)
Lycianthes_peduncularis	(0 2)
Capsicum_geminifolium	(0 2)
Capsicum_lanceolatum	0
Capsicum_ciliatum	0
Capsicum_rhomboideum	0
Capsicum_campylopodium	(0 2)
Capsicum_villosum	0
Capsicum_schottianum	0
Capsicum_recurvatum	(0 2)
Capsicum_flexuosum	0
Capsicum_cardenasii	(0 2)
Capsicum_eximium	2
Capsicum_pubescens	2
Capsicum_tovarii	0
Capsicum_chacoense	0
Capsicum_baccatum	0
Capsicum_coccineum	(0 2)
Capsicum_annuum	0
Capsicum_chinense	0
Capsicum_frutescens	0
Capsicum_galapagoensis	0
Cuatresia_cuneata	2
Cuatresia_exiguiflora	2
Cuatresia_riparia	2
Nothocestrum_longifolium	1
Withania_coagulans	1
Withania_somnifera	1
Deprea_paneroi	(0 1)
Dunalia_solanacea	(0 1)
Dunalia_obovata	(0 2)
Vassobia_breviflora	0
Dunalia_brachyacantha	2
Eriolarynx_lorentzii	2
Iochroma_australe	2
Iochroma_fuchsioides	2
Iochroma_lehmannii	(0 2)
Acnistus_arborescens	0
Iochroma_cyaneum	2
Leucophysalis_grandiflora	1
Brachistus_stramoniifolius	(0 1)
Witheringia_macrantha	2
Witheringia_meiantha	(0 2)
Physalis_alkekengi	(0 2)
Calliphysalis_carpenteri	(0 2)
Quincula_lobata	(0 2)
Chamaesaracha_coronopus	(0 2)
Chamaesaracha_sordida	1
Physalis_melanocystis	(0 2)
Physalis_acutifolia	(0 2)
Physalis_crassifolia	2
Physalis_philadelphica	2
Physalis_nicandroides	(0 2)
Physalis_patula	(0 2)
Physalis_peruviana	1
Physalis_angustiphysa	(0 2)
Physalis_longifolia	2
Physalis_glutinosa	(0 2)
Physalis_hederifolia	(0 2)
Physalis_sordida	(0 2)
Physalis_cordata	(0 2)
Physalis_ignota	(0 2)
Physalis_minima	1
Physalis_pruinosa	0
Physalis_lagascae	(0 2)
Physalis_angulata	1
Physalis_pubescens	0
Physalis_lanceolata	(0 2)
Physalis_heterophylla	0
Physalis_virginiana	(0 2)
Physalis_arenicola	(0 2)
Physalis_pumila	2
Physalis_cinerascens	2
Physalis_mollis	(0 2)
Physalis_viscosa	2
Jaltomata_darcyana	0
Jaltomata_repandidentata	0
Jaltomata_procumbens	0
Jaltomata_chihuahuensis	0
Jaltomata_grandiflora	0
Jaltomata_antillana	(0 1)
Jaltomata_auriculata	0
Jaltomata_oppositifolia	(0 1)
Jaltomata_salpoensis	(0 1)
Jaltomata_andersonii	(0 1)
Jaltomata_lezamae	(0 1)
Jaltomata_sinuosa	(0 1)
Jaltomata_viridiflora	0
Jaltomata_yungayensis	(0 1)
Jaltomata_contumacensis	(0 1)
Jaltomata_leivae	(0 1)
Jaltomata_biflora	(0 1)
Jaltomata_dentata	(0 1)
Jaltomata_bicolor	(0 1)
Jaltomata_umbellata	0
Jaltomata_cajacayensis	(0 1)
Jaltomata_lomana	(0 1)
Jaltomata_mionei	(0 1)
Jaltomata_aspera	(0 1)
Jaltomata_lojae	0
Jaltomata_lanata	(0 1)
Jaltomata_bernardelloana	(0 1)
Jaltomata_sagastegui	0
Jaltomata_paneroi	(0 1)
Jaltomata_herrerae	(0 1)
Jaltomata_yacheri	(0 1)
Jaltomata_weberbaueri	(0 1)
Jaltomata_ventricosa	0
Jaltomata_sanchez-vegae	(0 1)
Solanum_guineense	1
Solanum_terminale	(0 1)
Solanum_herculeum	(0 2)
Solanum_trisectum	(0 1)
Solanum_capsiciforme	1
Solanum_simile	1
Solanum_symonii	1
Solanum_vescum	1
Solanum_linearifolium	1
Solanum_laciniatum	1
Solanum_multivenosum	1
Solanum_aligerum	(0 2)
Solanum_laxum	2
Solanum_amygdalifolium	(0 2)
Solanum_crispum	2
Solanum_dulcamara	0
Solanum_lyratum	(0 2)
Solanum_palitans	0
Solanum_tripartitum	0
Solanum_triflorum	0
Solanum_physalifolium	0
Solanum_pallidum	(0 2)
Solanum_fiebrigii	(0 2)
Solanum_villosum	1
Solanum_scabrum	1
Solanum_opacum	1
Solanum_americanum	0
Solanum_nigrum	1
Solanum_ptychanthum	0
Solanum_taeniotrichum	2
Solanum_caripense	2
Solanum_fraxinifolium	2
Solanum_appendiculatum	0
Solanum_brevifolium	2
Solanum_etuberosum	0
Solanum_palustre	2
Solanum_lycopersicoides	2
Solanum_sitiens	2
Solanum_juglandifolium	2
Solanum_ochranthum	2
Solanum_habrochaites	2
Solanum_neorickii	0
Solanum_chilense	2
Solanum_peruvianum	2
Solanum_chmielewskii	0
Solanum_pennellii	2
Solanum_galapagense	0
Solanum_cheesmaniae	0
Solanum_pimpinellifolium	0
Solanum_bulbocastanum	2
Solanum_clarum	2
Solanum_morelliforme	0
Solanum_polyadenium	0
Solanum_ehrenbergii	2
Solanum_chomatophilum	2
Solanum_scabrifolium	(0 2)
Solanum_pinnatisectum	2
Solanum_immite	(0 2)
Solanum_piurae	2
Solanum_acroscopicum	(0 2)
Solanum_multiinterruptum	(0 2)
Solanum_andreanum	1
Solanum_doddsii	(0 2)
Solanum_stenophyllidium	2
Solanum_schenckii	1
Solanum_iopetalum	1
Solanum_violaceimarmoratum	2
Solanum_albicans	1
Solanum_boliviense	2
Solanum_raphanifolium	(0 2)
Solanum_lignicaule	(0 2)
Solanum_laxissimum	2
Solanum_longiconicum	1
Solanum_oxycarpum	1
Solanum_agrimoniifolium	1
Solanum_colombianum	1
Solanum_stipuloideum	(0 2)
Solanum_vernei	2
Solanum_candolleanum	(0 2)
Solanum_brevicaule	(0 2)
Solanum_demissum	1
Solanum_kurtzianum	2
Solanum_chacoense	2
Solanum_berthaultii	2
Solanum_infundibuliforme	2
Solanum_okadae	(0 2)
Solanum_stoloniferum	1
Solanum_hjertingii	1
Solanum_guerreroense	1
Solanum_hougasii	1
Solanum_latiflorum	2
Solanum_cacosmum	2
Solanum_exiguum	2
Solanum_diploconos	2
Solanum_pinetorum	2
Solanum_sciadostylis	2
Solanum_cylindricum	(0 2)
Solanum_glaucophyllum	2
Solanum_fusiforme	(0 2)
Solanum_melissarum	2
Solanum_confusum	2
Solanum_hibernum	2
Solanum_luteoalbum	0
Solanum_stuckertii	2
Solanum_oxyphyllum	2
Solanum_pendulum	2
Solanum_tobagense	2
Solanum_obliquum	2
Solanum_roseum	0
Solanum_maternum	2
Solanum_betaceum	0
Solanum_unilobum	2
Solanum_cajanumense	0
Solanum_fallax	2
Solanum_endopogon	(0 2)
Solanum_occultum	2
Solanum_sibundoyense	2
Solanum_proteanthum	0
Solanum_tegore	(0 2)
Solanum_circinatum	2
Solanum_tenuisetosum	(0 2)
Solanum_turneroides	(0 1)
Solanum_abutiloides	0
Solanum_rugosum	(0 2)
Solanum_asperum	(0 2)
Solanum_mauritianum	0
Solanum_cordovense	(0 1)
Solanum_reductum	(0 2)
Solanum_argentinum	0
Solanum_pseudocapsicum	0
Solanum_rovirosanum	(0 2)
Solanum_arboreum	(0 2)
Solanum_aphyodendron	0
Solanum_diphyllum	0
Solanum_allophyllum	0
Solanum_wendlandii	0
Solanum_gardneri	2
Solanum_microphyllum	(0 2)
Solanum_robustum	0
Solanum_stagnale	0
Solanum_paludosum	(0 2)
Solanum_palinacanthum	2
Solanum_mammosum	0
Solanum_platense	0
Solanum_capsicoides	0
Solanum_acerifolium	(0 2)
Solanum_atropurpureum	0
Solanum_tenuispinum	0
Solanum_incarceratum	(0 2)
Solanum_myriacanthum	0
Solanum_aculeatissimum	0
Solanum_viarum	0
Solanum_sessiliflorum	0
Solanum_quitoense	0
Solanum_felinum	0
Solanum_candidum	0
Solanum_lasiocarpum	0
Solanum_repandum	0
Solanum_stramoniifolium	0
Solanum_hirtum	0
Solanum_pectinatum	0
Solanum_hyporhodium	0
Solanum_pseudolulo	0
Solanum_vestissimum	0
Solanum_sisymbriifolium	0
Solanum_lycocarpum	2
Solanum_mitlense	(0 2)
Solanum_crinitum	0
Solanum_wrightii	(0 2)
Solanum_tenuipes	0
Solanum_johnstonii	0
Solanum_grayi	0
Solanum_lumholtzianum	0
Solanum_angustifolium	0
Solanum_fructu-tecto	(0 2)
Solanum_rostratum	0
Solanum_tribulosum	0
Solanum_heterodoxum	0
Solanum_citrullifolium	0
Solanum_davisense	0
Solanum_bahamense	(0 2)
Solanum_ensifolium	2
Solanum_carolinense	2
Solanum_aridum	(0 2)
Solanum_juvenale	(0 2)
Solanum_jamaicense	0
Solanum_lanceifolium	(0 2)
Solanum_crotonoides	(0 1)
Solanum_donianum	(0 2)
Solanum_paniculatum	2
Solanum_bonariense	(0 2)
Solanum_asperolanatum	0
Solanum_chrysotrichum	(0 2)
Solanum_torvum	0
Solanum_hieronymi	(0 2)
Solanum_elaeagnifolium	0
Solanum_hindsianum	2
Solanum_houstonii	(0 2)
Solanum_aculeastrum	0
Solanum_coagulans	(0 2)
Solanum_marginatum	0
Solanum_giganteum	0
Solanum_dasyphyllum	0
Solanum_cyaneopurpureum	(0 2)
Solanum_anguivi	0
Solanum_lidii	0
Solanum_vespertilio	0
Solanum_capense	(0 1)
Solanum_violaceum	0
Solanum_supinum	(0 1)
Solanum_insanum	(0 2)
Solanum_linnaeanum	0
Solanum_incanum	0
Solanum_campylacanthum	(0 2)
Solanum_pyracanthos	0
Solanum_oldfieldii	(0 2)
Solanum_coactiliferum	(0 2)
Solanum_gabrielae	(0 2)
Solanum_lasiophyllum	(0 2)
Solanum_cleistogamum	0
Solanum_horridum	(0 2)
Solanum_echinatum	0
Solanum_lucani	0
Solanum_cunninghamii	0
Solanum_dioicum	0
Solanum_carduiforme	(0 1)
Solanum_leopoldensis	(0 2)
Solanum_cataphractum	(0 1)
Solanum_petraeum	0
Solanum_tudununggae	0
Solanum_vansittartense	(0 1)
Solanum_oedipus	(0 2)
Solanum_clarkiae	0
Solanum_melanospermum	0
Solanum_beaugleholei	(0 2)
Solanum_phlomoides	(0 2)
Solanum_chippendalei	2
Solanum_diversiflorum	2
Solanum_asymmetriphyllum	0
Solanum_sejunctum	(0 1)
Solanum_hoplopetalum	(0 2)
Solanum_hystrix	(0 2)
Solanum_oligacanthum	(0 2)
Solanum_nummularium	(0 2)
Solanum_orbiculatum	(0 2)
Solanum_tetrathecum	1
Solanum_elachophyllum	(0 2)
Solanum_ditrichum	(0 1)
Solanum_vicinum	(0 1)
Solanum_campanulatum	0
Solanum_prinophyllum	0
Solanum_pungetium	(0 2)
Solanum_petrophilum	(0 2)
Solanum_sturtianum	(0 2)
Solanum_cinereum	0
Solanum_centrale	1
Solanum_esuriale	(0 2)
Solanum_dianthophorum	(0 2)
Solanum_ellipticum	(0 2)
Solanum_quadriloculatum	(0 2)
Solanum_inaequilaterum	(0 2)
Solanum_dimorphispinum	(0 2)
Solanum_viridifolium	(0 2)
Solanum_incompletum	2
Solanum_sandwicense	2
Solanum_semiarmatum	(0 2)
Solanum_cookii	(0 2)
Solanum_corifolium	(0 2)
Solanum_discolor	1
Solanum_stupefactum	(0 2)
Solanum_furfuraceum	(0 2)
Solanum_densevestitum	(0 2)
Solanum_nemophilum	0
Solanum_stelligerum	(0 2)
Solanum_chenopodinum	0
Solanum_ferocissimum	(0 2)
